messier_id,ngc_id,v_mag,type,comments,ra,dec,ref,is_up
,NGC 6677,13.0,Gx,GALAXY,18.56,67.133,,
,NGC 6678,,-,UNIDENTIFIED,18.553,67.85,,
,NGC 6679,13.0,Gx,GALAXY,18.56,67.133,,
,NGC 668,14.0,Gx,GALAXY,1.772,36.45,,
,NGC 6680,15.0,Gx,GALAXY,18.663,22.3,,
,NGC 6681,8.1,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,18.72,-32.3,,
,NGC 6682,,-,UNIDENTIFIED,18.693,-4.767,,
,NGC 6683,10.0,OC,OPEN STAR CLUSTER,18.703,-6.283,,
,NGC 6684,10.5,Gx,GALAXY,18.817,-65.183,,
,NGC 6685,,U,UNIDENTIFIED,18.665,39.983,,
,NGC 6686,15.0,Gx,GALAXY,18.668,40.133,,
,NGC 6687,15.0,Gx,GALAXY,18.62,59.617,,
,NGC 6688,14.0,Gx,GALAXY,18.678,36.267,,
,NGC 6689,12.0,Gx,GALAXY,18.582,70.533,,
,NGC 669,13.0,Gx,GALAXY,1.787,35.55,,
,NGC 6690,13.0,Gx,GALAXY,18.58,70.533,,
,NGC 6691,14.0,Gx,GALAXY,18.655,55.633,,
,NGC 6692,14.0,Gx,GALAXY,18.695,34.817,,
,NGC 6693,,SS,STAR,18.693,36.917,,
,NGC 6694,8.0,OC,OPEN STAR CLUSTER,18.753,-9.4,,
,NGC 6695,14.0,Gx,GALAXY,18.712,40.4,,
,NGC 6696,16.0,Gx,GALAXY,18.667,59.317,,
,NGC 6697,14.0,Gx,GALAXY,18.753,25.517,,
,NGC 6698,,-,UNIDENTIFIED,18.803,-25.917,,
,NGC 6699,13.0,Gx,GALAXY,18.868,-57.317,,
,NGC 67,16.0,Gx,GALAXY,0.303,30.067,,
,NGC 670,12.1,Gx,GALAXY,1.79,27.883,,
,NGC 6700,14.0,Gx,GALAXY,18.767,32.283,,
,NGC 6701,13.0,Gx,GALAXY,18.72,60.667,,
,NGC 6702,12.2,Gx,GALAXY,18.783,45.7,,
,NGC 6703,11.4,Gx,GALAXY,18.788,45.55,,
,NGC 6704,9.2,OC,OPEN STAR CLUSTER,18.848,-5.2,,
,NGC 6705,5.8,OC,OPEN STAR CLUSTER,18.852,-6.267,,
,NGC 6706,,Gx,GALAXY,18.948,-63.167,,
,NGC 6707,,Gx,GALAXY,18.923,-53.817,,
,NGC 6708,,Gx,GALAXY,18.927,-53.717,,
,NGC 6709,6.7,OC,OPEN STAR CLUSTER,18.858,10.35,,
,NGC 671,14.0,Gx,GALAXY,1.782,13.1,,
,NGC 6710,12.8,Gx,GALAXY,18.843,26.833,,
,NGC 6711,14.0,Gx,GALAXY,18.817,47.65,,
,NGC 6712,8.2,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,18.885,-8.7,,
,NGC 6713,14.0,Gx,GALAXY,18.845,33.95,,
,NGC 6714,,-,UNIDENTIFIED,18.765,66.733,,
,NGC 6715,7.7,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,18.918,-30.483,,
,NGC 6716,6.9,OC,OPEN STAR CLUSTER,18.91,-19.883,,
,NGC 6717,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,18.918,-22.7,,
,NGC 6718,,Gx,GALAXY,19.025,-66.117,,
,NGC 6719,,Gx,GALAXY,19.052,-68.583,,
,NGC 672,10.8,Gx,GALAXY,1.798,27.433,,
,NGC 6720,9.0,Pl,PLANETARY NEBULA,18.893,33.033,,
,NGC 6721,12.0,Gx,GALAXY,19.013,-57.783,,
,NGC 6722,,Gx,GALAXY,19.062,-64.9,,
,NGC 6723,7.3,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,18.993,-36.633,,
,NGC 6724,,-,UNIDENTIFIED,18.95,10.367,,
,NGC 6725,,Gx,GALAXY,19.03,-53.933,,
,NGC 6726,,Nb,REFLECTION NEBULA,19.028,-36.883,,
,NGC 6727,,Nb,REFLECTION NEBULA,19.03,-36.9,,
,NGC 6728,,-,UNIDENTIFIED,19.0,-8.95,,
,NGC 6729,,Nb,REFLECTION NEBULA,19.032,-36.95,,
,NGC 673,13.0,Gx,GALAXY,1.807,11.533,,
,NGC 6730,,Gx,GALAXY,19.127,-68.917,,
,NGC 6731,,-,UNIDENTIFIED,18.95,43.067,,
,NGC 6732,14.0,Gx,GALAXY,18.94,52.367,,
,NGC 6733,,Gx,GALAXY,19.103,-62.2,,
,NGC 6734,,Gx,GALAXY,19.12,-65.467,,
,NGC 6735,,OC,OPEN STAR CLUSTER,19.013,-0.467,,
,NGC 6736,,Gx,GALAXY,19.125,-65.433,,
,NGC 6737,,-,UNIDENTIFIED,19.037,-18.533,,
,NGC 6738,8.0,OC,OPEN STAR CLUSTER,19.023,11.6,,
,NGC 6739,,Gx,GALAXY,19.13,-61.367,,
,NGC 674,,-,UNIDENTIFIED,1.82,22.333,,
,NGC 6740,15.0,Gx,GALAXY,19.013,28.75,,
,NGC 6741,11.0,Pl,PLANETARY NEBULA,19.043,-0.45,,
,NGC 6742,15.0,Pl,PLANETARY NEBULA,18.988,48.467,,
,NGC 6743,,?,UNIDENTIFIED,19.023,29.267,,
,NGC 6744,9.0,Gx,GALAXY,19.163,-63.85,,
,NGC 6745,13.0,Gx,GALAXY,19.027,40.75,,
,NGC 6746,,Gx,GALAXY,19.173,-61.967,,
,NGC 6747,15.0,Gx,GALAXY,18.922,72.783,,
,NGC 6748,,-,UNIDENTIFIED,19.063,21.6,,
,NGC 6749,11.1,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,19.085,1.783,,
,NGC 675,15.0,Gx,GALAXY,1.817,13.033,,
,NGC 6750,13.0,Gx,GALAXY,19.012,59.167,,
,NGC 6751,13.0,Pl,PLANETARY NEBULA,19.098,-6.0,,
,NGC 6752,5.4,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,19.182,-59.983,,
,NGC 6753,12.0,Gx,GALAXY,19.19,-57.05,,
,NGC 6754,13.0,Gx,GALAXY,19.19,-50.65,,
,NGC 6755,7.5,OC,OPEN STAR CLUSTER,19.13,4.233,,
,NGC 6756,11.0,OC,OPEN STAR CLUSTER,19.145,4.683,,
,NGC 6757,14.0,Gx,GALAXY,19.085,55.717,,
,NGC 6758,13.0,Gx,GALAXY,19.232,-56.317,,
,NGC 6759,15.0,Gx,GALAXY,19.115,50.317,,
,NGC 676,11.0,Gx,GALAXY,1.817,5.9,,
,NGC 6760,9.1,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,19.187,1.033,,
,NGC 6761,,Gx,GALAXY,19.255,-50.667,,
,NGC 6762,14.0,Gx,GALAXY,19.093,63.933,,
,NGC 6763,14.0,Gx,GALAXY,19.093,63.933,,
,NGC 6764,13.0,Gx,GALAXY,19.138,50.933,,
,NGC 6765,,Pl,PLANETARY NEBULA,19.185,30.55,,
,NGC 6766,,-,UNIDENTIFIED,19.165,46.25,,
,NGC 6767,,-,UNIDENTIFIED,19.193,37.717,,
,NGC 6768,,Gx,GALAXY,19.275,-40.183,,
,NGC 6769,11.8,Gx,GALAXY,19.307,-60.517,,
,NGC 677,14.0,Gx,GALAXY,1.818,13.033,,
,NGC 6770,12.0,Gx,GALAXY,19.312,-60.517,,
,NGC 6771,12.5,Gx,GALAXY,19.312,-60.55,,
,NGC 6772,14.0,Pl,PLANETARY NEBULA,19.243,-2.7,,
,NGC 6773,,-,UNIDENTIFIED,19.25,4.883,,
,NGC 6774,,OC,OPEN STAR CLUSTER,19.277,-16.267,,
,NGC 6775,,Ast,STAR,19.28,-0.917,,
,NGC 6776,12.0,Gx,GALAXY,19.423,-63.867,,
,NGC 6777,,U,UNIDENTIFIED,19.447,-71.5,,
,NGC 6778,13.0,Pl,PLANETARY NEBULA,19.307,-1.6,,
,NGC 6779,8.3,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,19.277,30.183,,
,NGC 678,13.0,Gx,GALAXY,1.823,22.0,,
,NGC 6780,13.0,Gx,GALAXY,19.382,-55.783,,
,NGC 6781,12.0,Pl,PLANETARY NEBULA,19.307,6.55,,
,NGC 6782,13.0,Gx,GALAXY,19.4,-59.917,,
,NGC 6783,15.0,Gx,GALAXY,19.277,46.017,,
,NGC 6784,,Gx,GALAXY,19.443,-65.617,,
,NGC 6785,,U,UNIDENTIFIED,19.348,-1.1,,
,NGC 6786,13.0,Gx,GALAXY,19.182,73.4,,
,NGC 6787,15.0,Gx,GALAXY,19.272,60.417,,
,NGC 6788,,U,UNIDENTIFIED,19.448,-54.95,,
,NGC 6789,13.0,Gx,GALAXY,19.278,64.0,,
,NGC 679,12.4,Gx,GALAXY,1.828,35.783,,
,NGC 6790,10.0,Pl,PLANETARY NEBULA,19.387,1.517,,
,NGC 6791,9.5,OC,OPEN STAR CLUSTER,19.345,37.85,,
,NGC 6792,13.0,Gx,GALAXY,19.35,43.133,,
,NGC 6793,,OC,OPEN STAR CLUSTER,19.387,22.183,,
,NGC 6794,,Gx,GALAXY,19.465,-38.883,,
,NGC 6795,,-,UNIDENTIFIED,19.435,3.517,,
,NGC 6796,14.0,Gx,GALAXY,19.358,61.15,,
,NGC 6797,,-,UNIDENTIFIED,19.482,-25.667,,
,NGC 6798,14.0,Gx,GALAXY,19.4,53.633,,
,NGC 6799,,Gx,GALAXY,19.538,-55.9,,
,NGC 68,13.0,Gx,GALAXY,0.305,30.067,,
,NGC 680,13.0,Gx,GALAXY,1.83,21.967,,
,NGC 6800,,OC,OPEN STAR CLUSTER,19.453,25.133,,
,NGC 6801,15.0,Gx,GALAXY,19.462,54.367,,
,NGC 6802,8.8,OC,OPEN STAR CLUSTER,19.51,20.267,,
,NGC 6803,11.0,Pl,PLANETARY NEBULA,19.522,10.05,,
,NGC 6804,12.0,Pl,PLANETARY NEBULA,19.527,9.217,,
,NGC 6805,,Gx,GALAXY,19.613,-37.55,,
,NGC 6806,,Gx,GALAXY,19.62,-42.317,,
,NGC 6807,14.0,Pl,PLANETARY NEBULA,19.577,5.683,,
,NGC 6808,13.0,Gx,GALAXY,19.732,-70.65,,
,NGC 6809,7.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,19.667,-30.967,,
,NGC 681,11.8,Gx,GALAXY,1.82,-10.433,,
,NGC 6810,12.0,Gx,GALAXY,19.727,-58.667,,
,NGC 6811,6.8,OC,OPEN STAR CLUSTER,19.637,46.567,,
,NGC 6812,,Gx,GALAXY,19.757,-55.35,,
,NGC 6813,,Nb,REFLECTION NEBULA,19.673,27.3,,
,NGC 6814,11.2,Gx,GALAXY,19.712,-10.317,,
,NGC 6815,,OC,OPEN STAR CLUSTER,19.682,26.85,,
,NGC 6816,,U,UNIDENTIFIED,19.733,-28.55,,
,NGC 6817,15.0,Gx,GALAXY,19.623,62.367,,
,NGC 6818,10.0,Pl,PLANETARY NEBULA,19.733,-14.15,,
,NGC 6819,7.3,OC,OPEN STAR CLUSTER,19.688,40.183,,
,NGC 682,13.0,Gx,GALAXY,1.817,-14.983,,
,NGC 6820,,Nb,REFLECTION NEBULA,19.718,23.283,,
,NGC 6821,14.0,Gx,GALAXY,19.74,-6.833,,
,NGC 6822,9.0,Gx,GALAXY,19.748,-14.8,,
,NGC 6823,7.1,OC,OPEN STAR CLUSTER,19.718,23.3,,
,NGC 6824,11.9,Gx,GALAXY,19.728,56.117,,
,NGC 6825,15.0,Gx,GALAXY,19.695,64.083,,
,NGC 6826,10.0,Pl,PLANETARY NEBULA,19.747,50.517,,
,NGC 6827,,OC,OPEN STAR CLUSTER,19.815,21.217,,
,NGC 6828,,-,UNIDENTIFIED,19.84,7.917,,
,NGC 6829,15.0,Gx,GALAXY,19.785,59.917,,
,NGC 683,15.0,Gx,GALAXY,1.827,11.683,,
,NGC 6830,7.9,OC,OPEN STAR CLUSTER,19.85,23.067,,
,NGC 6831,14.0,Gx,GALAXY,19.798,59.9,,
,NGC 6832,,-,UNIDENTIFIED,19.802,59.417,,
,NGC 6833,14.0,Pl,PLANETARY NEBULA,19.828,48.967,,
,NGC 6834,7.8,OC,OPEN STAR CLUSTER,19.87,29.417,,
,NGC 6835,12.5,Gx,GALAXY,19.908,-12.567,,
,NGC 6836,13.0,Gx,GALAXY,19.912,-12.683,,
,NGC 6837,,OC,OPEN STAR CLUSTER,19.892,11.683,,
,NGC 6838,8.3,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,19.897,18.783,,
,NGC 6839,,-,UNIDENTIFIED,19.908,17.9,,
,NGC 684,13.0,Gx,GALAXY,1.837,27.65,,
,NGC 6840,,OC,OPEN STAR CLUSTER,19.922,12.1,,
,NGC 6841,,Gx,GALAXY,19.963,-31.817,,
,NGC 6842,14.0,Pl,PLANETARY NEBULA,19.917,29.283,,
,NGC 6843,,OC,OPEN STAR CLUSTER,19.935,12.15,,
,NGC 6844,,Gx,GALAXY,20.047,-65.233,,
,NGC 6845,,Gx,GALAXY,20.015,-47.083,,
,NGC 6846,14.0,OC,OPEN STAR CLUSTER,19.942,30.35,,
,NGC 6847,,-,UNIDENTIFIED,19.95,29.333,,
,NGC 6848,,Gx,GALAXY,20.047,-56.083,,
,NGC 6849,,U,UNIDENTIFIED,20.022,-40.217,,
,NGC 685,12.0,Gx,GALAXY,1.797,-52.783,,
,NGC 6850,,Gx,GALAXY,20.058,-54.85,,
,NGC 6851,13.0,Gx,GALAXY,20.06,-48.283,,
,NGC 6852,,Pl,PLANETARY NEBULA,20.01,1.717,,
,NGC 6853,8.1,Pl,PLANETARY NEBULA,19.993,22.717,,
,NGC 6854,13.0,Gx,GALAXY,20.095,-54.383,,
,NGC 6855,,Gx,GALAXY,20.113,-56.4,,
,NGC 6856,,-,UNIDENTIFIED,19.988,56.133,,
,NGC 6857,,Pl,PLANETARY NEBULA,20.032,33.517,,
,NGC 6858,,-,UNIDENTIFIED,20.052,11.267,,
,NGC 6859,,TS,STAR,20.065,0.433,,
,NGC 686,13.0,Gx,GALAXY,1.817,-23.8,,
,NGC 6860,,Gx,GALAXY,20.147,-61.1,,
,NGC 6861,11.1,Gx,GALAXY,20.122,-48.367,,
,NGC 6862,,Gx,GALAXY,20.148,-56.4,,
,NGC 6863,,Ast,STAR,20.085,-3.567,,
,NGC 6864,8.6,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,20.102,-21.917,,
,NGC 6865,,Gx,GALAXY,20.1,-9.033,,
,NGC 6866,7.6,OC,OPEN STAR CLUSTER,20.062,44.0,,
,NGC 6867,,Gx,GALAXY,20.173,-54.783,,
,NGC 6868,12.0,Gx,GALAXY,20.165,-48.383,,
,NGC 6869,13.0,Gx,GALAXY,20.012,66.217,,
,NGC 687,13.0,Gx,GALAXY,1.843,36.35,,
,NGC 6870,12.2,Gx,GALAXY,20.17,-48.283,,
,NGC 6871,5.2,OC,OPEN STAR CLUSTER,20.098,35.783,,
,NGC 6872,11.6,Gx,GALAXY,20.282,-70.767,,
,NGC 6873,,DS,STAR,20.138,21.1,,
,NGC 6874,,-,UNIDENTIFIED,20.13,38.233,,
,NGC 6875,13.0,Gx,GALAXY,20.22,-46.15,,
,NGC 6876,13.0,Gx,GALAXY,20.305,-70.867,,
,NGC 6877,12.7,Gx,GALAXY,20.31,-70.85,,
,NGC 6878,13.4,Gx,GALAXY,20.232,-44.517,,
,NGC 6879,13.0,Pl,PLANETARY NEBULA,20.175,16.917,,
,NGC 688,13.0,Gx,GALAXY,1.847,35.267,,
,NGC 6880,,Gx,GALAXY,20.325,-70.867,,
,NGC 6881,14.0,Pl,PLANETARY NEBULA,20.18,37.417,,
,NGC 6882,8.1,OC,OPEN STAR CLUSTER,20.195,26.55,,
,NGC 6883,8.0,OC,OPEN STAR CLUSTER,20.188,35.85,,
,NGC 6884,13.0,Pl,PLANETARY NEBULA,20.173,46.467,,
,NGC 6885,6.0,OC,OPEN STAR CLUSTER,20.2,26.483,,
,NGC 6886,12.0,Pl,PLANETARY NEBULA,20.212,19.983,,
,NGC 6887,12.0,Gx,GALAXY,20.287,-52.783,,
,NGC 6888,,Nb,REFLECTION NEBULA,20.2,38.35,,
,NGC 6889,,Gx,GALAXY,20.315,-53.95,,
,NGC 689,15.0,Gx,GALAXY,1.832,-27.467,,
,NGC 6890,12.5,Gx,GALAXY,20.305,-44.8,,
,NGC 6891,12.0,Pl,PLANETARY NEBULA,20.253,12.7,,
,NGC 6892,,-,UNIDENTIFIED,20.28,18.033,,
,NGC 6893,13.0,Gx,GALAXY,20.347,-48.233,,
,NGC 6894,14.0,Pl,PLANETARY NEBULA,20.273,30.567,,
,NGC 6895,,-,UNIDENTIFIED,20.273,50.233,,
,NGC 6896,,-,UNIDENTIFIED,20.3,30.65,,
,NGC 6897,15.0,Gx,GALAXY,20.35,-12.267,,
,NGC 6898,14.0,Gx,GALAXY,20.353,-12.35,,
,NGC 6899,,Gx,GALAXY,20.407,-50.433,,
,NGC 69,14.8,Gx,GALAXY,0.305,30.033,,
,NGC 690,14.0,Gx,GALAXY,1.797,-16.717,,
,NGC 6900,14.0,Gx,GALAXY,20.36,-2.567,,
,NGC 6901,15.0,Gx,GALAXY,20.372,6.45,,
,NGC 6902,13.0,Gx,GALAXY,20.408,-43.65,,
,NGC 6903,13.0,Gx,GALAXY,20.393,-19.317,,
,NGC 6904,,-,UNIDENTIFIED,20.363,25.75,,
,NGC 6905,12.0,Pl,PLANETARY NEBULA,20.373,20.117,,
,NGC 6906,12.7,Gx,GALAXY,20.393,6.45,,
,NGC 6907,11.3,Gx,GALAXY,20.418,-24.817,,
,NGC 6908,,-,UNIDENTIFIED,20.42,-24.8,,
,NGC 6909,13.0,Gx,GALAXY,20.462,-47.033,,
,NGC 691,12.0,Gx,GALAXY,1.845,21.767,,
,NGC 6910,7.4,OC,OPEN STAR CLUSTER,20.385,40.783,,
,NGC 6911,15.0,Gx,GALAXY,20.327,66.75,,
,NGC 6912,14.0,Gx,GALAXY,20.448,-18.633,,
,NGC 6913,6.6,OC,OPEN STAR CLUSTER,20.398,38.533,,
,NGC 6914,,Nb,REFLECTION NEBULA,20.412,42.483,,
,NGC 6915,,Gx,GALAXY,20.463,-3.083,,
,NGC 6916,15.0,Gx,GALAXY,20.392,58.367,,
,NGC 6917,14.0,Gx,GALAXY,20.457,8.1,,
,NGC 6918,,Gx,GALAXY,20.513,-47.467,,
,NGC 6919,,Gx,GALAXY,20.527,-44.217,,
,NGC 692,,Gx,GALAXY,1.812,-48.65,,
,NGC 6920,,Gx,GALAXY,20.732,-80.0,,
,NGC 6921,15.0,Gx,GALAXY,20.475,25.717,,
,NGC 6922,14.0,Gx,GALAXY,20.498,-2.183,,
,NGC 6923,12.1,Gx,GALAXY,20.528,-30.833,,
,NGC 6924,14.0,Gx,GALAXY,20.553,-25.5,,
,NGC 6925,11.3,Gx,GALAXY,20.572,-31.983,,
,NGC 6926,12.4,Gx,GALAXY,20.552,-2.017,,
,NGC 6927,14.5,Gx,GALAXY,20.543,9.917,,
,NGC 6928,12.6,Gx,GALAXY,20.547,9.933,,
,NGC 6929,13.5,Gx,GALAXY,20.557,-2.033,,
,NGC 693,14.0,Gx,GALAXY,1.842,6.15,,
,NGC 6930,13.1,Gx,GALAXY,20.55,9.867,,
,NGC 6931,14.0,Gx,GALAXY,20.56,-11.383,,
,NGC 6932,,Gx,GALAXY,20.702,-73.617,,
,NGC 6933,,DS,STAR,20.56,7.383,,
,NGC 6934,8.9,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,20.57,7.4,,
,NGC 6935,13.0,Gx,GALAXY,20.64,-52.1,,
,NGC 6936,,U,UNIDENTIFIED,20.598,-25.283,,
,NGC 6937,,Gx,GALAXY,20.647,-52.15,,
,NGC 6938,,-,UNIDENTIFIED,20.58,22.25,,
,NGC 6939,7.8,OC,OPEN STAR CLUSTER,20.523,60.633,,
,NGC 694,14.0,Gx,GALAXY,1.85,22.0,,
,NGC 6940,6.3,OC,OPEN STAR CLUSTER,20.577,28.3,,
,NGC 6941,13.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,20.605,-4.633,,
,NGC 6942,13.0,Gx,GALAXY,20.68,-54.317,,
,NGC 6943,12.0,Gx,GALAXY,20.742,-68.75,,
,NGC 6944,13.3,Gx,GALAXY,20.64,7.0,,
,NGC 6945,13.0,Gx,GALAXY,20.648,-5.017,,
,NGC 6946,8.9,Gx,GALAXY,20.58,60.15,,
,NGC 6947,,Gx,GALAXY,20.688,-32.483,,
,NGC 6948,,Gx,GALAXY,20.725,-53.35,,
,NGC 6949,15.0,Gx,GALAXY,20.585,64.8,,
,NGC 695,14.0,Gx,GALAXY,1.853,22.583,,
,NGC 6950,,-,UNIDENTIFIED,20.687,16.633,,
,NGC 6951,11.1,Gx,GALAXY,20.62,66.1,,
,NGC 6952,,Gx,GALAXY,20.617,66.1,,
,NGC 6953,,U,UNIDENTIFIED,20.628,65.767,,
,NGC 6954,13.2,Gx,GALAXY,20.735,3.217,,
,NGC 6955,15.0,Gx,GALAXY,20.74,2.583,,
,NGC 6956,14.0,Gx,GALAXY,20.733,12.517,,
,NGC 6957,15.0,Gx,GALAXY,20.748,2.567,,
,NGC 6958,12.0,Gx,GALAXY,20.81,-38.0,,
,NGC 6959,14.0,Gx,GALAXY,20.785,0.45,,
,NGC 696,,Gx,GALAXY,1.823,-34.917,,
,NGC 6960,,Nb,REFLECTION NEBULA,20.762,30.717,,
,NGC 6961,15.0,Gx,GALAXY,20.787,0.383,,
,NGC 6962,12.0,Gx,GALAXY,20.788,0.317,,
,NGC 6963,14.1,Gx,GALAXY,20.788,0.483,,
,NGC 6964,12.7,Gx,GALAXY,20.79,0.3,,
,NGC 6965,,U,UNIDENTIFIED,20.79,0.5,,
,NGC 6966,,DS,STAR,20.79,0.367,,
,NGC 6967,14.0,Gx,GALAXY,20.793,0.417,,
,NGC 6968,14.0,Gx,GALAXY,20.807,-8.333,,
,NGC 6969,15.0,Gx,GALAXY,20.807,7.75,,
,NGC 697,13.0,Gx,GALAXY,1.855,22.35,,
,NGC 6970,12.7,Gx,GALAXY,20.868,-48.8,,
,NGC 6971,15.0,Gx,GALAXY,20.823,6.0,,
,NGC 6972,14.0,Gx,GALAXY,20.833,9.9,,
,NGC 6973,,SS,STAR,20.868,-5.883,,
,NGC 6974,,Nb,REFLECTION NEBULA,20.847,31.867,,
,NGC 6975,,Gx,GALAXY,20.873,-5.767,,
,NGC 6976,14.0,Gx,GALAXY,20.873,-5.767,,
,NGC 6977,14.0,Gx,GALAXY,20.875,-5.733,,
,NGC 6978,14.0,Gx,GALAXY,20.877,-5.717,,
,NGC 6979,,Nb,REFLECTION NEBULA,20.85,32.15,,
,NGC 698,,Gx,GALAXY,1.827,-34.833,,
,NGC 6980,,SS,STAR,20.88,-5.817,,
,NGC 6981,9.4,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,20.892,-12.533,,
,NGC 6982,,Gx,GALAXY,20.957,-51.85,,
,NGC 6983,,Gx,GALAXY,20.947,-43.967,,
,NGC 6984,13.0,Gx,GALAXY,20.965,-51.867,,
,NGC 6985,,-,UNIDENTIFIED,20.933,-11.083,,
,NGC 6986,,U,UNIDENTIFIED,20.61,-18.633,,
,NGC 6987,,Gx,GALAXY,20.967,-48.617,,
,NGC 6988,15.0,Gx,GALAXY,20.93,10.533,,
,NGC 6989,,-,UNIDENTIFIED,20.902,45.283,,
,NGC 699,14.0,Gx,GALAXY,1.843,-12.05,,
,NGC 6990,,Gx,GALAXY,20.998,-55.567,,
,NGC 6991,,OC,OPEN STAR CLUSTER,20.943,47.417,,
,NGC 6992,,Nb,REFLECTION NEBULA,20.94,31.717,,
,NGC 6993,,-,UNIDENTIFIED,20.992,-25.683,,
,NGC 6994,9.0,OC,OPEN STAR CLUSTER,20.983,-12.633,,
,NGC 6995,,Nb,REFLECTION NEBULA,20.952,31.217,,
,NGC 6996,,OC,OPEN STAR CLUSTER,20.94,45.467,,
,NGC 6997,10.0,OC,OPEN STAR CLUSTER,20.942,44.633,,
,NGC 6998,,Gx,GALAXY,21.027,-28.017,,
,NGC 6999,,Gx,GALAXY,21.033,-28.067,,
,NGC 7,,Gx,GALAXY,0.14,-29.917,,
,NGC 70,15.0,Gx,GALAXY,0.307,30.083,,
,NGC 700,15.0,Gx,GALAXY,1.87,36.067,,
,NGC 7000,,Nb,REFLECTION NEBULA,20.98,44.333,,
,NGC 7001,14.0,Gx,GALAXY,21.02,-0.183,,
,NGC 7002,,Gx,GALAXY,21.06,-49.017,,
,NGC 7003,14.0,Gx,GALAXY,21.013,17.8,,
,NGC 7004,,Gx,GALAXY,21.065,-49.117,,
,NGC 7005,,OC,OPEN STAR CLUSTER,21.033,-12.883,,
,NGC 7006,10.6,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,21.025,16.183,,
,NGC 7007,13.0,Gx,GALAXY,21.092,-52.55,,
